nft_address,block,from_addr,to_addr,token_id,tx_hash,value,timestamp,usd_value,eth_value,exchange,txn_hash_idx
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792726,0x606eaf6afae3cad042fbe7d8d32aac88935f3430,0x83c6781e365cce501801d0e1a55b254cba9438b5,772,0xa3829effd0b600aead5c64aaeb6a203522e702cec4aec0779f057174b9928a40,0.175,1639343643,725.56,0.175,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792730,0x8b18fd15c15520378499c63a05060f0d4a1dc770,0xdd97f684b743295d4fa388ab71ce65e0da46fb72,5287,0xf8296c3285876457596ccc984300c866e0cc9344020d0b853fa995d493d346a0,0,1639343678,,,,
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792732,0x0000000000000000000000000000000000000000,0x84135b97b674fe6ce51c47ebe25ac24fb2038253,5290,0x703c1612315700e5b7bd0b8a80db8b59f10bd5978a3706d6645f65b18c74010e,0.2,1639343701,,,,
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792732,0x0000000000000000000000000000000000000000,0x84135b97b674fe6ce51c47ebe25ac24fb2038253,5291,0x703c1612315700e5b7bd0b8a80db8b59f10bd5978a3706d6645f65b18c74010e,0.2,1639343701,,,,
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792734,0x8b18fd15c15520378499c63a05060f0d4a1dc770,0xdd97f684b743295d4fa388ab71ce65e0da46fb72,5288,0xb55e22b7a35b344355ed74d49f6ad45b071d0e51601f4fd21173223fe8ff788e,0,1639343737,,,,
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792734,0xd08107144b9a90ddaa008b805be64cb229786cf2,0xfd84ca244928249f9979640f3f83b4f0233b6bff,5114,0x95ce90f8650d5d43050789e5d9f490db7e16d8de3d105e20d650e86c7b8b2622,0.176,1639343737,730.88,0.176,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792983,0x6440b180397e12b53a8e4e0c5418d4cd2907d7f4,0x3bcd435aab338ef92177022238ccd4e8e0a4eb4b,5013,0x2503c442ebba6130200e39149ca557f671deae45a434b9e728516d271727be0c,0.176,1639346749,726.42,0.176,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792988,0x6440b180397e12b53a8e4e0c5418d4cd2907d7f4,0x3e663512ab9a333a79b038ab44ee2317ed9c0d4e,5014,0x41c4892a333576806253bad42c16bbfc666615e32177e6d35919e7317f4f80e3,0.176,1639346772,726.42,0.176,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792739,0x2505a9ee6ba3e556f6830772dd5d80402c132028,0xed64558724eda2217f73f3a11bc9e0561aaf9c8b,2144,0xacfcf9644ede798fa9a8ccec9de43f4f51d1c6ddff404980880f3f5b344c0883,0.175,1639343816,726.73,0.175,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13793032,0x921082f8ec9a43689a1a026de274f71c030a0d05,0x173fc24039be80434446d4f7bd67c4fd906ce200,4380,0x35ccfc8fd4c86179a8011ed4898b72adf605bcddb24c9990b0d50e0b3eacdce6,0.172,1639347383,710.78,0.172,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792993,0xf6bb513dc4d46aec4d35dbafd2ba8c09ff9074fc,0xc8f1a1fa10235987fe5bbe97f936022ef7dd6d44,5182,0xa3ffa1366667dfcc7ac50e75abef8983ac3c52b6c63bf31c04a67f9b573bf144,0.177,1639346818,730.55,0.177,Opensea,0
0x0aa7420c43b8c1a7b165d216948870c8ecfe1ee1,13792998,0x0000000000000000000000000000000000000000,0x2a00f420fbe2f18d649ed381e5dac9fb229e292b,5349,0x4f2c913dbed38a2a71d736a2a75652ef3003fe8bb247f16b0119a9e5cd465e65,0.2,1639346897,,,,
